,id,city,category,district,size,year of construction,number of rooms,floor,Total floors,elevator,parking,storage,date,price per meter (Toman),total price (Toman)
0,AZSONkq6,tehran,buy-apartment,ekhtiarieh,101,1400,2,2,4,yes,yes,yes,2023-06-21,"168,316,000","17,000,000,000"
1,AZSSNLZL,tehran,buy-apartment,yousef-abad,107,1394,2,4,5,yes,yes,yes,2023-06-21,"119,439,000","12,780,000,000"
2,AZSSNSO-,tehran,buy-apartment,punak,66,1389,2,2,NA,no,yes,yes,2023-06-21,"83,333,000","5,500,000,000"
3,AZOCMUKn,tehran,buy-apartment,south-jannat-abad,173,1402,3,3,5,yes,yes,yes,2023-06-21,"152,601,000","26,400,000,000"
4,AZRO9JIr,tehran,buy-apartment,jeyhoon,62,1381,1,1,5,no,yes,yes,2023-06-21,"60,000,000","3,720,000,000"
5,AZR-7P9D,tehran,buy-apartment,tehran-zanjan,44,1402,1,2,4,yes,yes,yes,2023-06-21,"70,454,000","3,100,000,000"
6,AZNaG5JZ,tehran,buy-apartment,towhid,128,1378,2,2,3,no,no,yes,2023-06-21,"42,890,000","5,490,000,000"
7,AZJmW5Uq,tehran,buy-apartment,sattarkhan,91,1401,2,4,NA,yes,yes,yes,2023-06-21,"115,274,000","10,490,000,000"
8,AZO-bej_,tehran,buy-apartment,velenjak,250,1400,3,1,7,yes,yes,yes,2023-06-21,"311,600,000","77,900,000,000"
9,AZJ-GN6K,tehran,buy-apartment,daryan-no,89,1383,2,2,4,no,yes,yes,2023-06-21,"66,179,000","5,890,000,000"
10,AZEyTIFO,tehran,buy-apartment,chitgar,120,1402,2,18,NA,yes,yes,yes,2023-06-21,"12,500,000","1,500,000,000"
11,AZFie0-l,tehran,buy-apartment,meydan-horr,106,1402,2,3,5,yes,yes,yes,2023-06-21,"92,452,000","9,800,000,000"
12,AZSOd1o7,tehran,buy-apartment,jordan,270,qbl z 1370,4,2,NA,yes,yes,yes,2023-06-21,"129,629,000","35,000,000,000"
13,AZNaLyJw,tehran,buy-apartment,sohrevardi,105,1401,2,5,5,yes,yes,yes,2023-06-21,"97,142,000","10,200,000,000"
14,AZAeLVrX,tehran,buy-apartment,sazman-barnameh,77,1382,2,1,4,no,yes,no,2023-06-21,"96,103,000","7,400,000,000"
15,AZSON0DE,tehran,buy-apartment,darrous,140,1397,3,4,NA,yes,yes,yes,2023-06-21,"250,000,000","35,000,000,000"
16,AZSqcHmr,tehran,buy-apartment,west-tehran-pars,92,1399,2,1,5,yes,yes,yes,2023-06-21,"91,304,000","8,400,000,000"
17,AZLSRia5,tehran,buy-apartment,chitgar,98,1402,2,10,15,yes,yes,yes,2023-06-21,"13,000,000","1,274,000,000"
18,AZRGF3HL,tehran,buy-apartment,south-jannat-abad,100,1402,2,16,NA,yes,yes,yes,2023-06-21,"15,000,000","1,500,000,000"
19,AZ_xAeA6,tehran,buy-apartment,abazar,100,1383,2,3,NA,no,yes,yes,2023-06-21,"79,500,000","7,950,000,000"
20,AZSO9ZGf,tehran,buy-apartment,masoodieh,66,1401,2,1,5,yes,yes,yes,2023-06-21,"58,333,000","3,850,000,000"
21,AZR-V0S0,tehran,buy-apartment,mobarak-abad-beheshti,68,1402,1,3,NA,yes,yes,yes,2023-06-21,"29,000,000","1,972,000,000"
22,AZSOtpwU,tehran,buy-apartment,zafaraniyeh,193,1393,3,5,NA,yes,yes,yes,2023-06-21,"233,160,000","45,000,000,000"
23,AZMyKoEf,tehran,buy-apartment,seyyed-khandan,140,1387,3,3,NA,yes,yes,yes,2023-06-21,"103,571,000","14,500,000,000"
24,AZSS9Azo,tehran,buy-apartment,south-shahran,85,1392,2,1,NA,yes,yes,yes,2023-06-21,"80,000,000","6,800,000,000"
25,AZSStuG0,tehran,buy-apartment,west-tehran-pars,85,1382,2,3,5,yes,yes,yes,2023-06-21,"89,411,000","7,600,000,000"
26,AZSStntQ,tehran,buy-apartment,fadak,59,1378,1,1,NA,no,no,no,2023-06-21,"83,898,000","4,950,000,000"
27,AZSSt0gZ,tehran,buy-apartment,majid-abad,78,1399,2,1,5,yes,yes,yes,2023-06-21,"81,410,000","6,350,000,000"
28,AZSW9VoZ,tehran,buy-apartment,javadiyeh,50,1383,1,3,NA,no,no,yes,2023-06-21,"41,000,000","2,050,000,000"
29,AZxYhvzB,tehran,buy-apartment,kuy-ferdows,100,1400,2,1,NA,yes,yes,yes,2023-06-21,"130,000,000","13,000,000,000"
30,AZNe7kmV,tehran,buy-apartment,punak,88,1396,2,4,NA,yes,yes,yes,2023-06-21,"100,909,000","8,880,000,000"
31,AZrJHsNk,tehran,buy-apartment,north-shahran,67,1402,1,2,5,yes,yes,yes,2023-06-21,"105,223,000","7,050,000,000"
32,AZH6AJdC,tehran,buy-apartment,towhid,77,1402,2,2,4,yes,yes,yes,2023-06-21,"108,831,000","8,380,000,000"
33,AZQaHhAC,tehran,buy-apartment,shademan,78,1397,2,2,5,yes,yes,yes,2023-06-21,"88,461,000","6,900,000,000"
34,AZSaNobx,tehran,buy-apartment,bagh-feyz,112,1392,2,2,5,yes,yes,yes,2023-06-21,"104,910,000","11,750,000,000"
35,AZF-3KdI,tehran,buy-apartment,punak,80,1388,2,1,4,yes,yes,yes,2023-06-21,"96,250,000","7,700,000,000"
36,AZSSNRZo,tehran,buy-apartment,piroozi,99,1383,2,2,4,no,yes,yes,2023-06-21,"83,000,000","8,217,000,000"
37,AZSatSeg,tehran,buy-apartment,havanirooz,121,1402,2,6,NA,yes,yes,yes,2023-06-21,"727,272,000","88,000,000,000"
38,AZSatdDu,tehran,buy-apartment,shahr-ziba,88,1396,2,1,9,yes,yes,yes,2023-06-21,"88,636,000","7,800,000,000"
39,AZtR3T7C,tehran,buy-apartment,haftchenar,42,1396,1,hmkhf,3,no,no,yes,2023-06-21,"64,285,000","2,700,000,000"
40,AZEa-6U6,tehran,buy-apartment,mobarak-abad-beheshti,60,1399,1,3,NA,yes,no,yes,2023-06-21,"32,233,000","1,934,000,000"
41,AZSWt4yA,tehran,buy-apartment,shams-abad,103,1397,2,5,NA,yes,yes,yes,2023-06-21,"124,271,000","12,800,000,000"
42,AZAaGmlO,tehran,buy-apartment,shahr-ziba,108,1387,2,3,NA,yes,yes,yes,2023-06-21,"74,074,000","8,000,000,000"
43,AZSCQEoO,tehran,buy-apartment,masoodieh,62,1395,2,4,NA,yes,yes,yes,2023-06-21,"45,161,000","2,800,000,000"
44,AZPyiwjr,tehran,buy-apartment,mobarak-abad-beheshti,64,1402,2,1,NA,yes,yes,yes,2023-06-21,"27,968,000","1,790,000,000"
45,AZNimKw0,tehran,buy-apartment,andisheh,48,1396,1,2,NA,yes,yes,yes,2023-06-21,"32,291,000","1,550,000,000"
46,AZSaNHO-,tehran,buy-apartment,punak,60,1387,1,2,NA,yes,no,yes,2023-06-21,"89,166,000","5,350,000,000"
47,AZQylSrw,tehran,buy-apartment,sattarkhan,77,1392,2,5,5,yes,yes,yes,2023-06-21,"107,142,000","8,250,000,000"
48,AZEKStkM,tehran,buy-apartment,sattarkhan,62,1394,1,5,5,yes,yes,yes,2023-06-21,"117,741,000","7,300,000,000"
49,AZSaNHo8,tehran,buy-apartment,ghanat-kowsar,93,1380,2,1,4,no,yes,yes,2023-06-21,"85,483,000","7,950,000,000"
50,AZRuV3ek,tehran,buy-apartment,niavaran,200,1382,4,1,3,no,yes,yes,2023-06-21,"400,000,000","80,000,000,000"
51,AZ4x8u25,tehran,buy-apartment,hashemi,52,1398,2,3,5,yes,no,yes,2023-06-21,"69,230,000","3,600,000,000"
52,AZRSe_iL,tehran,buy-apartment,soleymani,47,1395,1,1,4,yes,yes,yes,2023-06-21,"58,085,000","2,730,000,000"
53,AZSaNBEV,tehran,buy-apartment,dehkadeh-olympic,148,1402,3,12,16,yes,yes,yes,2023-06-21,"90,000,000","13,320,000,000"
54,AZSaNCFL,tehran,buy-apartment,zafar,87,1401,2,2,5,yes,yes,yes,2023-06-21,"143,678,000","12,500,000,000"
55,AZ41Tt2f,tehran,buy-apartment,punak,65,1395,1,2,NA,yes,yes,yes,2023-06-21,"110,769,000","7,200,000,000"
56,AZQWqWz_,tehran,buy-apartment,kuy-ferdows,125,1386,3,3,5,yes,yes,yes,2023-06-21,"101,200,000","12,650,000,000"
57,AZS66CTB,tehran,buy-apartment,salsabil,54,1380,1,2,NA,no,yes,yes,2023-06-21,"59,259,000","3,200,000,000"
58,AZOKMudu,tehran,buy-apartment,sattarkhan,100,1402,2,3,NA,yes,yes,yes,2023-06-21,"137,000,000","13,700,000,000"
59,AZQymSAX,tehran,buy-apartment,niavaran,102,1387,2,2,5,yes,yes,yes,2023-06-21,"151,960,000","15,500,000,000"
60,AZSaNvQG,tehran,buy-apartment,ostad-moein,125,1399,2,3,5,yes,yes,yes,2023-06-21,"82,400,000","10,300,000,000"
61,AZ8BY7gS,tehran,buy-apartment,punak,73,1387,2,3,NA,no,yes,yes,2023-06-21,"73,287,000","5,350,000,000"
62,AZAe462k,tehran,buy-apartment,heravi,120,1400,3,1,NA,yes,yes,yes,2023-06-21,"98,333,000","11,800,000,000"
63,AZQiBtxV,tehran,buy-apartment,south-jannat-abad,99,1400,2,4,5,yes,yes,yes,2023-06-21,"141,414,000","14,000,000,000"
64,AZSeNBGk,tehran,buy-apartment,imamzadeh-hasan,86,1400,2,1,NA,yes,yes,yes,2023-06-21,"55,813,000","4,800,000,000"
65,AZSa9tjg,tehran,buy-apartment,shahrak-gharb,102,1393,2,1,NA,yes,yes,yes,2023-06-21,"182,352,000","18,600,000,000"
66,AZDCwneN,tehran,buy-apartment,central-jannat-abad,65,1400,1,3,NA,yes,yes,yes,2023-06-21,"101,538,000","6,600,000,000"
67,AZSatnqj,tehran,buy-apartment,amir-abad,125,1397,2,1,NA,yes,yes,yes,2023-06-21,"119,040,000","14,880,000,000"
68,AZSedBzc,tehran,buy-apartment,seyyed-khandan,140,1388,3,3,5,yes,yes,yes,2023-06-21,"128,571,000","18,000,000,000"
69,AZSadTLZ,tehran,buy-apartment,nezam-abad,65,1401,1,4,4,yes,no,yes,2023-06-21,"64,000,000","4,160,000,000"
70,AZSadoSg,tehran,buy-apartment,heravi,210,1402,3,4,NA,yes,yes,yes,2023-06-21,"142,857,000","30,000,000,000"
71,AZGic3zB,tehran,buy-apartment,chitgar,241,1402,4,1,NA,yes,yes,yes,2023-06-21,"26,556,000","6,400,000,000"
72,AZSat8ux,tehran,buy-apartment,salsabil,54,1392,1,1,NA,yes,no,yes,2023-06-21,"59,259,000","3,200,000,000"
73,AZIiTDdF,tehran,buy-apartment,west-tehran-pars,100,1394,2,4,5,yes,yes,yes,2023-06-21,"90,000,000","9,000,000,000"
74,AZ9Ba7yJ,tehran,buy-apartment,shahrak-rahahan,114,1399,2,7,NA,yes,yes,yes,2023-06-21,"110,964,000","12,650,000,000"
75,AZKiuYGv,tehran,buy-apartment,shahid-rajaie,68,1391,2,4,4,no,no,yes,2023-06-21,"37,058,000","2,520,000,000"
76,AZSaNe4Q,tehran,buy-apartment,niavaran,210,1402,3,3,6,yes,yes,yes,2023-06-21,"345,238,000","72,500,000,000"
77,AZPu_Iuo,tehran,buy-apartment,north-jannat-abad,79,1383,2,3,4,no,yes,yes,2023-06-21,"62,658,000","4,950,000,000"
78,AZS27DGu,tehran,buy-apartment,farmanieh,165,1382,3,1,4,yes,yes,yes,2023-06-21,"181,818,000","30,000,000,000"
79,AZ0553oo,tehran,buy-apartment,punak,85,1388,2,hmkhf,NA,yes,yes,yes,2023-06-21,"117,647,000","10,000,000,000"
80,AZRSaYUF,tehran,buy-apartment,jeyhoon,60,1388,2,1,NA,no,yes,yes,2023-06-21,"45,833,000","2,750,000,000"
81,AZICEbT-,tehran,buy-apartment,south-jannat-abad,108,1402,2,3,NA,yes,yes,yes,2023-06-21,"116,000,000","12,528,000,000"
82,AZSWtksI,tehran,buy-apartment,salsabil,63,1394,1,2,4,yes,yes,yes,2023-06-21,"73,809,000","4,650,000,000"
83,AZ3hhq-r,tehran,buy-apartment,chitgar,100,1402,2,11,12,yes,yes,yes,2023-06-21,"8,000,000","800,000,000"
84,AZ_ZxLXs,tehran,buy-apartment,sohrevardi,140,1401,3,3,6,yes,yes,yes,2023-06-21,"140,000,000","19,600,000,000"
85,AZSe9edj,tehran,buy-apartment,salsabil,45,1386,1,1,NA,no,no,yes,2023-06-21,"65,555,000","2,950,000,000"
86,AZ-p9Y1a,tehran,buy-apartment,sohrevardi,107,1378,2,4,4,no,no,yes,2023-06-21,"60,747,000","6,500,000,000"
87,AZMa7SdM,tehran,buy-apartment,salsabil,54,1384,1,hmkhf,3,no,no,yes,2023-06-21,"45,370,000","2,450,000,000"
88,AZOydZPi,tehran,buy-apartment,keshavarz-boulevard,126,qbl z 1370,2,1,3,no,yes,yes,2023-06-21,"61,111,000","7,700,000,000"
89,AZr51b5A,tehran,buy-apartment,ajudaniye,140,1398,3,3,10,yes,yes,yes,2023-06-21,"200,000,000","28,000,000,000"
90,AZSedjwd,tehran,buy-apartment,niroo-havayi,69,1390,2,3,4,no,yes,yes,2023-06-21,"79,710,000","5,500,000,000"
91,AZSeNi8v,tehran,buy-apartment,kuy-ferdows,110,1395,2,4,NA,yes,yes,yes,2023-06-21,"107,272,000","11,800,000,000"
92,AZASLyHK,tehran,buy-apartment,velenjak,160,1402,3,5,NA,yes,yes,yes,2023-06-21,"285,000,000","45,600,000,000"
93,AZSedhNd,tehran,buy-apartment,kuy-ferdows,87,1385,2,4,NA,no,yes,yes,2023-06-21,"75,862,000","6,600,000,000"
94,AZNe9RtY,tehran,buy-apartment,ozgol,86,1385,2,3,5,yes,yes,yes,2023-06-21,"127,906,000","11,000,000,000"
95,AZSedwNO,tehran,buy-apartment,shahrak-naft-district5,85,1383,2,3,4,no,yes,yes,2023-06-21,"81,176,000","6,900,000,000"
96,AZSettMo,tehran,buy-apartment,abazar,98,1385,2,2,5,yes,yes,yes,2023-06-21,"96,938,000","9,500,000,000"
97,AZRepDCR,tehran,buy-apartment,punak,60,1386,1,1,NA,no,yes,yes,2023-06-21,"75,000,000","4,500,000,000"
98,AZK-83us,tehran,buy-apartment,punak,55,1385,1,1,NA,no,yes,yes,2023-06-21,"78,181,000","4,300,000,000"
99,AZE6t3o4,tehran,buy-apartment,central-jannat-abad,123,1400,2,14,14,yes,yes,yes,2023-06-21,"150,406,000","18,500,000,000"
100,AZOW8_h7,tehran,buy-apartment,beryanak,45,1381,1,1,4,no,yes,yes,2023-06-21,"60,777,000","2,735,000,000"
101,AZJ2qKIz,tehran,buy-apartment,beryanak,48,1384,1,2,NA,yes,yes,yes,2023-06-21,"56,354,000","2,705,000,000"
102,AZSetcr7,tehran,buy-apartment,darb-dowom,95,1392,2,3,5,yes,yes,yes,2023-06-21,"124,210,000","11,800,000,000"
103,AZSi9RC1,tehran,buy-apartment,abazar,100,1394,2,3,5,yes,yes,yes,2023-06-21,"44,000,000","4,400,000,000"
104,AZbVOWVL,tehran,buy-apartment,mobarak-abad-beheshti,105,1402,3,3,NA,yes,yes,yes,2023-06-21,"29,000,000","3,045,000,000"
105,AZSiNiVe,tehran,buy-apartment,dar-abad,165,1395,3,3,NA,yes,yes,yes,2023-06-21,"171,515,000","28,300,000,000"
106,AZSi9bbN,tehran,buy-apartment,darb-dowom,75,1402,2,3,4,yes,yes,yes,2023-06-21,"134,666,000","10,100,000,000"
107,AZ2ZgRFF,tehran,buy-apartment,saadat-abad,270,1402,4,2,5,yes,yes,yes,2023-06-21,"262,962,000","71,000,000,000"
108,AZz5FZeP,tehran,buy-apartment,kuy-ferdows,91,1397,2,3,6,yes,yes,yes,2023-06-21,"124,725,000","11,350,000,000"
109,AZSiNdru,tehran,buy-apartment,jomhouri,64,1380,2,4,4,no,no,yes,2023-06-21,"40,625,000","2,600,000,000"
110,AZPaBJJE,tehran,buy-apartment,abazar,72,1390,2,5,NA,yes,yes,yes,2023-06-21,"101,388,000","7,300,000,000"
111,AZSidb4M,tehran,buy-apartment,shahrak-naft-district5,50,1385,1,3,NA,no,yes,no,2023-06-21,"120,000,000","6,000,000,000"
112,AZ2ZAExV,tehran,buy-apartment,sohrevardi,170,1390,3,1,5,yes,yes,yes,2023-06-21,"82,352,000","14,000,000,000"
113,AZICRRCM,tehran,buy-apartment,heravi,170,1387,3,5,5,yes,yes,yes,2023-06-21,"80,000,000","13,600,000,000"
114,AZSiNkYB,tehran,buy-apartment,andisheh,57,1396,1,1,3,yes,yes,yes,2023-06-21,"22,456,000","1,280,000,000"
115,AZIqnqra,tehran,buy-apartment,abazar,99,1386,2,2,5,yes,yes,yes,2023-06-21,"97,979,000","9,700,000,000"
116,AZRiJ5Q7,tehran,buy-apartment,south-jannat-abad,150,1399,3,4,5,yes,yes,yes,2023-06-21,"126,000,000","18,900,000,000"
117,AZ7lhDZp,tehran,buy-apartment,punak,100,1402,2,6,6,yes,yes,yes,2023-06-21,"145,000,000","14,500,000,000"
118,AZNWYKnn,tehran,buy-apartment,punak,76,1380,2,hmkhf,4,no,yes,yes,2023-06-21,"96,052,000","7,300,000,000"
119,AZOabJk6,tehran,buy-apartment,niavaran,150,1401,3,1,4,yes,yes,yes,2023-06-21,"133,333,000","20,000,000,000"
120,AZSitO3m,tehran,buy-apartment,saadat-abad,132,1402,2,6,6,yes,yes,yes,2023-06-21,"255,681,000","33,750,000,000"
121,AZKSPQoW,tehran,buy-apartment,niavaran,170,1390,3,5,10,yes,yes,yes,2023-06-21,"158,823,000","27,000,000,000"
122,AZN-rx90,tehran,buy-apartment,sattarkhan,135,1402,3,4,5,yes,yes,yes,2023-06-21,"111,111,000","15,000,000,000"
123,AZSet8c1,tehran,buy-apartment,hashemi,63,1391,1,1,NA,yes,yes,yes,2023-06-21,"77,777,000","4,900,000,000"
124,AZSiNh5B,tehran,buy-apartment,khaje-nezam-molk,57,1400,2,1,4,yes,yes,yes,2023-06-21,"78,070,000","4,450,000,000"
125,AZSidLS-,tehran,buy-apartment,aqdasiyeh,253,1381,4,3,NA,yes,yes,yes,2023-06-21,"167,984,000","42,500,000,000"
126,AZQaynIZ,tehran,buy-apartment,heravi,120,1402,2,6,NA,yes,yes,yes,2023-06-21,"120,833,000","14,500,000,000"
127,AZQC26Gk,tehran,buy-apartment,hashemi,57,1383,2,3,4,no,yes,yes,2023-06-21,"54,385,000","3,100,000,000"
128,AZSmdVbJ,tehran,buy-apartment,elahiyeh,190,1400,3,2,12,yes,yes,yes,2023-06-21,"265,000,000","50,350,000,000"
129,AZDwS0Se,tehran,buy-apartment,tehran-zanjan,50,1380,1,1,NA,no,yes,yes,2023-06-21,"70,000,000","3,500,000,000"
130,AZSiN7oE,tehran,buy-apartment,zafar,85,1388,2,5,NA,yes,yes,yes,2023-06-21,"135,294,000","11,500,000,000"
131,AZFyr6lJ,tehran,buy-apartment,central-jannat-abad,105,1402,2,5,5,yes,yes,yes,2023-06-21,"120,000,000","12,600,000,000"
132,AZSit5US,tehran,buy-apartment,sepehr,75,1398,1,2,5,yes,yes,yes,2023-06-21,"166,666,000","12,500,000,000"
133,AZSet-0e,tehran,buy-apartment,sazman-barnameh,137,1397,3,5,5,yes,yes,yes,2023-06-21,"123,357,000","16,900,000,000"
134,AZBuH2pF,tehran,buy-apartment,kuy-ferdows,90,1394,2,4,5,yes,yes,yes,2023-06-21,"99,888,000","8,990,000,000"
135,AZSmdOCB,tehran,buy-apartment,north-shahran,99,1392,2,3,5,yes,yes,yes,2023-06-21,"96,969,000","9,600,000,000"
136,AZSiN33L,tehran,buy-apartment,heravi,174,1401,3,5,11,yes,yes,yes,2023-06-21,"120,000,000","20,880,000,000"
137,AZGmMHdO,tehran,buy-apartment,shahrara,100,1401,2,4,4,yes,yes,yes,2023-06-21,"132,000,000","13,200,000,000"
138,AZKmtYwA,tehran,buy-apartment,pasdaran,122,1402,2,5,NA,yes,yes,yes,2023-06-21,"111,475,000","13,600,000,000"
139,AZ-VvjI5,tehran,buy-apartment,saadat-abad,153,1393,3,4,NA,yes,yes,yes,2023-06-21,"120,000,000","18,360,000,000"
140,AZBiNItU,tehran,buy-apartment,chitgar,100,1402,2,14,14,yes,yes,yes,2023-06-21,"12,000,000","1,200,000,000"
141,AZSm9Bse,tehran,buy-apartment,velenjak,170,1394,3,5,6,yes,yes,yes,2023-06-21,"247,058,000","42,000,000,000"
142,AZ1tN-mK,tehran,buy-apartment,heravi,180,1402,3,6,NA,yes,yes,yes,2023-06-21,"111,111,000","20,000,000,000"
143,AZSidSho,tehran,buy-apartment,central-jannat-abad,87,1385,2,4,4,no,yes,yes,2023-06-21,"68,965,000","6,000,000,000"
144,AZSiNuJ4,tehran,buy-apartment,mirdamad,145,1402,3,3,5,yes,yes,yes,2023-06-21,"164,482,000","23,850,000,000"
145,AZQCxjcZ,tehran,buy-apartment,marzdaran,105,1402,2,3,6,yes,yes,yes,2023-06-21,"135,000,000","14,175,000,000"
146,AZv5Qc-D,tehran,buy-apartment,sazman-barnameh,108,1389,3,3,5,yes,yes,yes,2023-06-21,"105,555,000","11,400,000,000"
147,AZ3d0UCM,tehran,buy-apartment,saadat-abad,285,1402,4,10,15,yes,yes,yes,2023-06-21,"305,263,000","87,000,000,000"
148,AZS-bvM-,tehran,buy-apartment,tehran-kerman,52,1385,1,2,3,no,yes,yes,2023-06-21,"68,846,000","3,580,000,000"
149,AZ7NwHmq,tehran,buy-apartment,jordan,120,1382,2,3,NA,yes,yes,no,2023-06-21,"129,166,000","15,500,000,000"
150,AZ_h1EWF,tehran,buy-apartment,jordan,150,1385,3,3,5,yes,yes,yes,2023-06-21,"123,333,000","18,500,000,000"
151,AZOC9FOV,tehran,buy-apartment,jeyhoon,75,1383,2,3,4,no,yes,yes,2023-06-21,"52,000,000","3,900,000,000"
152,AZSmtl_t,tehran,buy-apartment,punak,74,1402,2,2,NA,yes,yes,yes,2023-06-21,"74,324,000","5,500,000,000"
153,AZQCXl8i,tehran,buy-apartment,chitgar-lake,142,1402,3,6,NA,yes,yes,yes,2023-06-21,"64,542,000","9,165,000,000"
154,AZKu6__E,tehran,buy-apartment,north-shahran,65,1387,2,1,NA,yes,no,yes,2023-06-21,"74,000,000","4,810,000,000"
155,AZz1Ck-y,tehran,buy-apartment,south-shahran,80,1385,2,2,NA,no,yes,yes,2023-06-21,"72,500,000","5,800,000,000"
156,AZK2_CPm,tehran,buy-apartment,south-jannat-abad,83,1390,2,4,NA,yes,yes,yes,2023-06-21,"91,807,000","7,620,000,000"
157,AZN6JSDZ,tehran,buy-apartment,zahir-abad,52,1380,1,2,5,yes,yes,yes,2023-06-21,"30,769,000","1,600,000,000"
158,AZQeU2zY,tehran,buy-apartment,qeytarieh,185,1394,3,2,NA,yes,yes,yes,2023-06-21,"141,621,000","26,200,000,000"
159,AZSmNVwH,tehran,buy-apartment,hamzeh-abad,70,1387,2,hmkhf,5,yes,no,no,2023-06-21,"34,285,000","2,400,000,000"
160,AZxVu4zX,tehran,buy-apartment,narmak,118,1402,3,4,5,yes,yes,yes,2023-06-21,"182,203,000","21,500,000,000"
161,AZSmNRmV,tehran,buy-apartment,andisheh,140,1395,1,2,NA,yes,yes,yes,2023-06-21,"64,285,000","9,000,000,000"
162,AZSmdLfg,tehran,buy-apartment,mansuriyeh,51,1388,1,2,3,no,no,yes,2023-06-21,"50,000,000","2,550,000,000"
163,AZSm9L35,tehran,buy-apartment,shahr-ziba,80,1400,2,2,NA,yes,yes,yes,2023-06-21,"87,500,000","7,000,000,000"
164,AZSmtXp0,tehran,buy-apartment,north-jannat-abad,65,1389,2,2,4,no,yes,yes,2023-06-21,"87,692,000","5,700,000,000"
165,AZSiNYqM,tehran,buy-apartment,south-jannat-abad,130,1399,3,3,NA,yes,yes,yes,2023-06-21,"123,076,000","16,000,000,000"
166,AZS-70vX,tehran,buy-apartment,shahrara,127,1401,3,1,6,yes,yes,yes,2023-06-21,"111,811,000","14,200,000,000"
167,AZSmNDC2,tehran,buy-apartment,saadat-abad,100,1401,2,5,6,yes,yes,yes,2023-06-21,"220,000,000","22,000,000,000"
168,AZQaynIZ,tehran,buy-apartment,heravi,120,1402,2,6,NA,yes,yes,yes,2023-06-21,"120,833,000","14,500,000,000"
169,AZQC26Gk,tehran,buy-apartment,hashemi,57,1383,2,3,4,no,yes,yes,2023-06-21,"54,385,000","3,100,000,000"
170,AZSmdVbJ,tehran,buy-apartment,elahiyeh,190,1400,3,2,12,yes,yes,yes,2023-06-21,"265,000,000","50,350,000,000"
171,AZDwS0Se,tehran,buy-apartment,tehran-zanjan,50,1380,1,1,NA,no,yes,yes,2023-06-21,"70,000,000","3,500,000,000"
172,AZOOLknC,tehran,buy-apartment,vardavard,120,1396,3,1,4,yes,yes,yes,2023-06-21,"50,000,000","6,000,000,000"
173,AZNKpznX,tehran,buy-apartment,aseman,72,1385,2,5,5,yes,yes,no,2023-06-21,"138,888,000","10,000,000,000"
174,AZSyKIU4,tehran,buy-apartment,chitgar,113,1402,2,7,NA,yes,yes,yes,2023-06-21,"34,513,000","3,900,000,000"
175,AZSmd9g1,tehran,buy-apartment,zafaraniyeh,181,1377,3,1,NA,yes,yes,yes,2023-06-21,"185,082,000","33,500,000,000"
176,AZSmN6tB,tehran,buy-apartment,kuy-mehran,91,1386,2,2,NA,yes,yes,yes,2023-06-21,"98,901,000","9,000,000,000"
177,AZSqtKc-,tehran,buy-apartment,shademan,111,1401,2,5,5,yes,yes,yes,2023-06-21,"119,819,000","13,300,000,000"
178,AZROnaCm,tehran,buy-apartment,jeyhoon,38,1375,1,2,NA,no,no,yes,2023-06-21,"59,210,000","2,250,000,000"
179,AZNSYc--,tehran,buy-apartment,shahrara,60,qbl z 1370,1,2,NA,no,no,yes,2023-06-21,"98,333,000","5,900,000,000"
180,AZflljQH,tehran,buy-apartment,sohrevardi,141,1401,3,6,6,yes,yes,yes,2023-06-21,"135,460,000","19,100,000,000"
181,AZSqNI_3,tehran,buy-apartment,punak,128,1389,3,1,NA,no,yes,yes,2023-06-21,"98,437,000","12,600,000,000"
182,AZKetcO5,tehran,buy-apartment,chitgar,123,1402,3,15,NA,yes,yes,yes,2023-06-21,"30,000,000","3,690,000,000"
183,AZSm99Zm,tehran,buy-apartment,punak,85,1396,2,2,NA,yes,yes,yes,2023-06-21,"108,235,000","9,200,000,000"
184,AZB2m2oZ,tehran,buy-apartment,salsabil,37,1380,1,hmkhf,4,no,no,yes,2023-06-21,"44,594,000","1,650,000,000"
185,AZLSgrJg,tehran,buy-apartment,saadat-abad,150,1389,3,3,5,yes,yes,yes,2023-06-21,"160,000,000","24,000,000,000"
186,AZSm9_Q_,tehran,buy-apartment,beryanak,47,1386,1,2,NA,yes,yes,yes,2023-06-21,"53,191,000","2,500,000,000"
187,AZRibIFM,tehran,buy-apartment,elahiyeh,110,1400,2,6,6,yes,yes,yes,2023-06-21,"270,000,000","29,700,000,000"
188,AZKu7DrO,tehran,buy-apartment,zafaraniyeh,107,1377,2,1,12,yes,yes,yes,2023-06-21,"177,570,000","19,000,000,000"
189,AZLCwYsE,tehran,buy-apartment,narmak,240,1401,4,4,NA,yes,yes,yes,2023-06-21,"162,500,000","39,000,000,000"
190,AZSqNUSr,tehran,buy-apartment,velenjak,250,1401,3,4,10,yes,yes,yes,2023-06-21,"180,000,000","45,000,000,000"
191,AZR6NFD8,tehran,buy-apartment,zafar,85,1392,2,1,4,yes,yes,yes,2023-06-21,"117,647,000","10,000,000,000"
192,AZKqdIIT,tehran,buy-apartment,azerbaijan,58,1382,2,3,4,no,no,yes,2023-06-21,"72,413,000","4,200,000,000"
193,AZNOUB6O,tehran,buy-apartment,south-jannat-abad,62,1389,1,1,NA,yes,yes,yes,2023-06-21,"84,112,000","5,215,000,000"
