,id,city,category,district,size,year of construction,number of rooms,floor,Total floors,elevator,parking,storage,date,price per meter (Toman),total price (Toman)
905,AZReF-R1,tehran,buy-apartment,pasdaran,119,1392,2,3,5,yes,yes,yes,2023-06-21,"144,537,000","17,200,000,000"
906,AZOeRar-,tehran,buy-apartment,south-shahran,74,1397,2,3,5,yes,yes,yes,2023-06-21,"101,351,000","7,500,000,000"
907,AZSCPXao,tehran,buy-apartment,south-shahran,55,1387,1,2,NA,yes,yes,yes,2023-06-21,"96,363,000","5,300,000,000"
908,AZESSfw2,tehran,buy-apartment,navvab,62,1395,1,1,NA,yes,yes,yes,2023-06-21,"51,935,000","3,220,000,000"
909,AZQGnoas,tehran,buy-apartment,beryanak,51,1401,1,3,NA,yes,yes,yes,2023-06-21,"65,686,000","3,350,000,000"
910,AZSShi77,tehran,buy-apartment,kouhak,133,1397,2,14,19,yes,yes,yes,2023-06-21,"83,909,000","11,160,000,000"
911,AZS-e_s8,tehran,buy-apartment,etehad,115,1402,2,2,4,yes,yes,yes,2023-06-21,"40,869,000","4,700,000,000"
912,AZSCfPlJ,tehran,buy-apartment,piroozi,64,1390,2,hmkhf,5,yes,yes,yes,2023-06-21,"109,375,000","7,000,000,000"
913,AZ1ZqYo9,tehran,buy-apartment,jeyhoon,52,1395,1,4,NA,yes,yes,yes,2023-06-21,"69,230,000","3,600,000,000"
914,AZSCPNJt,tehran,buy-apartment,kuy-ferdows,60,1389,1,2,5,yes,yes,yes,2023-06-21,"100,000,000","6,000,000,000"
915,AZ35jDR5,tehran,buy-apartment,zafar,280,qbl z 1370,4,2,NA,no,yes,yes,2023-06-21,"196,428,000","55,000,000,000"
916,AZSCPNKM,tehran,buy-apartment,shahin,52,1384,1,1,5,no,yes,yes,2023-06-21,"101,923,000","5,300,000,800"
917,AZ2dioIV,tehran,buy-apartment,kuy-ferdows,109,1390,2,4,5,yes,yes,yes,2023-06-21,"92,660,000","10,100,000,000"
918,AZXNHBUE,tehran,buy-apartment,chitgar,100,1402,2,5,NA,yes,yes,yes,2023-06-21,"28,300,000","2,830,000,000"
919,AZJypYCp,tehran,buy-apartment,kuy-ferdows,97,1392,2,5,5,yes,yes,yes,2023-06-21,"96,907,000","9,400,000,000"
920,AZJyX9Xd,tehran,buy-apartment,kuy-ferdows,104,1395,2,2,NA,yes,yes,yes,2023-06-21,"117,307,000","12,200,000,000"
921,AZ5JLW0M,tehran,buy-apartment,kuy-ferdows,61,1385,1,3,2,yes,yes,yes,2023-06-21,"103,278,000","6,300,000,000"
922,AZDOQp3K,tehran,buy-apartment,niavaran,107,1381,3,1,3,no,yes,yes,2023-06-21,"110,280,000","11,800,000,000"
923,AZ0FcE4r,tehran,buy-apartment,shahrak-jandarmeri,117,1391,2,3,5,yes,yes,yes,2023-06-21,"153,846,000","18,000,000,000"
924,AZIKG0W6,tehran,buy-apartment,shahrak-jandarmeri,58,1391,1,3,5,yes,yes,yes,2023-06-21,"141,379,000","8,200,000,000"
925,AZqNiBx-,tehran,buy-apartment,marzdaran,175,1385,3,5,5,yes,yes,yes,2023-06-21,"114,285,000","20,000,000,000"
926,AZ09GP2O,tehran,buy-apartment,jeyhoon,48,1392,1,1,NA,yes,yes,yes,2023-06-21,"55,208,000","2,650,000,000"
927,AZPOhpCz,tehran,buy-apartment,south-shahran,75,1394,2,1,5,yes,yes,yes,2023-06-21,"97,066,000","7,280,000,000"
928,AZNW2yDB,tehran,buy-apartment,falah,65,1383,2,3,4,no,yes,yes,2023-06-21,"32,323,000","2,101,000,000"
929,AZ0VqJD5,tehran,buy-apartment,velenjak,165,1402,3,6,NA,yes,yes,yes,2023-06-21,"312,000,000","51,480,000,000"
930,AZ39FfLf,tehran,buy-apartment,punak,160,1402,3,1,5,yes,yes,yes,2023-06-21,"130,000,000","20,800,000,000"
931,AZQeG5Ig,tehran,buy-apartment,tarasht,143,1383,3,4,NA,yes,yes,yes,2023-06-21,"88,811,000","12,700,000,000"
932,AZPiCWPI,tehran,buy-apartment,gandhi,160,qbl z 1370,4,5,6,yes,yes,yes,2023-06-21,"109,375,000","17,500,000,000"
933,AZSGfPpd,tehran,buy-apartment,emamzadeh-ghasem,240,1402,3,1,5,yes,yes,yes,2023-06-21,"250,000,000","60,000,000,000"
934,AZR6KqGi,tehran,buy-apartment,ajudaniye,220,1401,3,5,NA,yes,yes,yes,2023-06-21,"231,818,000","51,000,000,000"
935,AZSe-dOw,tehran,buy-apartment,azerbaijan,35,qbl z 1370,bdwn tq,2,NA,no,no,no,2023-06-21,"60,000,000","2,100,000,000"
936,AZAOSG9x,tehran,buy-apartment,sanaey,95,1402,2,4,5,yes,yes,yes,2023-06-21,"135,000,000","12,825,000,000"
937,AZSGPIoP,tehran,buy-apartment,punak,75,1390,2,3,NA,yes,yes,yes,2023-06-21,"100,000,000","7,500,000,000"
938,AZ0hniwt,tehran,buy-apartment,heravi,150,1396,3,4,5,yes,yes,yes,2023-06-21,"136,666,000","20,500,000,000"
939,AZ2pMmNo,tehran,buy-apartment,elahiyeh,200,1401,3,4,NA,yes,yes,yes,2023-06-21,"262,500,000","52,500,000,000"
940,AZSCf1pM,tehran,buy-apartment,beryanak,50,1392,1,3,4,yes,no,no,2023-06-21,"66,000,000","3,300,000,000"
941,AZHWxZ38,tehran,buy-apartment,salsabil,46,1386,1,3,4,no,yes,yes,2023-06-21,"69,565,000","3,200,000,000"
942,AZIO4h0p,tehran,buy-apartment,sabalan,58,1389,1,3,4,yes,no,yes,2023-06-21,"61,206,000","3,550,000,000"
943,AZSCv8s_,tehran,buy-apartment,salsabil,38,1381,1,hmkhf,4,no,no,yes,2023-06-21,"67,105,000","2,550,000,000"
944,AZ0xWUIV,tehran,buy-apartment,jeyhoon,65,1395,2,1,NA,yes,yes,yes,2023-06-21,"54,615,000","3,550,000,000"
945,AZhFP1ux,tehran,buy-apartment,sohrevardi,92,1402,2,3,4,yes,yes,yes,2023-06-21,"140,000,000","12,880,000,000"
946,AZDKlneJ,tehran,buy-apartment,saadat-abad,260,1402,3,5,NA,yes,yes,yes,2023-06-21,"251,923,000","65,500,000,000"
947,AZBON-LD,tehran,buy-apartment,sanaey,136,1402,3,2,5,yes,yes,yes,2023-06-21,"133,088,000","18,100,000,000"
948,AZFeuHbp,tehran,buy-apartment,punak,154,1402,3,11,15,yes,yes,yes,2023-06-21,"146,103,000","22,500,000,000"
949,AZ2Vwwq2,tehran,buy-apartment,ararat,117,qbl z 1370,2,hmkhf,NA,yes,no,no,2023-06-21,"85,470,000","10,000,000,000"
950,AZSaJX_o,tehran,buy-apartment,nezam-abad,56,1401,1,2,NA,yes,yes,no,2023-06-21,"71,071,000","3,980,000,000"
951,AZRyHWz_,tehran,buy-apartment,punak,80,1390,2,4,5,yes,yes,yes,2023-06-21,"128,750,000","10,300,000,000"
952,AZRepOCb,tehran,buy-apartment,jordan,102,1402,2,19,NA,yes,yes,yes,2023-06-21,"14,705,000","1,500,000,000"
953,AZNGaDx5,tehran,buy-apartment,jey,56,1396,1,1,5,yes,yes,yes,2023-06-21,"55,892,000","3,130,000,000"
954,AZxd8PxG,tehran,buy-apartment,bagh-feyz,57,1380,1,1,4,no,yes,yes,2023-06-21,"115,789,000","6,600,000,000"
955,AZSGvfSV,tehran,buy-apartment,yousef-abad,145,1402,3,4,5,yes,yes,yes,2023-06-21,"186,206,000","27,000,000,000"
956,AZSGvvKg,tehran,buy-apartment,elahiyeh,200,1388,4,1,NA,yes,yes,yes,2023-06-21,"175,000,000","35,000,000,000"
957,AZSG_nOu,tehran,buy-apartment,beryanak,90,1400,2,1,5,yes,yes,yes,2023-06-21,"63,333,000","5,700,000,000"
958,AZSG_fN_,tehran,buy-apartment,jordan,161,1398,3,3,NA,yes,yes,yes,2023-06-21,"180,124,000","29,000,000,000"
959,AZHKSmLG,tehran,buy-apartment,amiriyeh,50,1387,1,3,5,no,no,yes,2023-06-21,"44,000,000","2,200,000,000"
960,AZSGfvW1,tehran,buy-apartment,mirdamad,120,1385,3,1,NA,no,yes,yes,2023-06-21,"120,833,000","14,500,000,000"
961,AZQejMX1,tehran,buy-apartment,pasdaran,102,1402,2,9,11,yes,yes,yes,2023-06-21,"130,000,000","13,260,000,000"
962,AZHWR6Zx,tehran,buy-apartment,tarasht,102,1388,3,2,NA,yes,yes,yes,2023-06-21,"96,078,000","9,800,000,000"
963,AZs9nsky,tehran,buy-apartment,mirdamad,189,1390,3,1,NA,yes,yes,yes,2023-06-21,"115,343,000","21,800,000,000"
964,AZSG_cAO,tehran,buy-apartment,darvazeh-shemiran,96,1398,2,2,5,yes,yes,no,2023-06-21,"87,500,000","8,400,000,000"
965,AZAiJ_cm,tehran,buy-apartment,tarasht,90,1402,2,1,5,yes,yes,yes,2023-06-21,"101,111,000","9,100,000,000"
966,AZKaLgUm,tehran,buy-apartment,qeytarieh,170,1384,3,5,6,yes,yes,yes,2023-06-21,"139,705,000","23,750,000,000"
967,AZIqyPAl,tehran,buy-apartment,tehran-villa,67,1402,2,1,NA,yes,yes,yes,2023-06-21,"155,000,000","10,385,000,000"
968,AZE-ZYTP,tehran,buy-apartment,seyyed-khandan,110,1401,2,4,NA,yes,yes,yes,2023-06-21,"137,454,000","15,120,000,000"
969,AZIKtvex,tehran,buy-apartment,tehran-villa,70,1383,2,5,5,yes,yes,yes,2023-06-21,"109,285,000","7,650,000,000"
970,AZQ2pk7X,tehran,buy-apartment,towhid,79,1393,1,1,4,yes,no,yes,2023-06-21,"89,873,000","7,100,000,000"
971,AZG28xP3,tehran,buy-apartment,shahrak-shariati,51,1382,1,4,5,yes,yes,yes,2023-06-21,"50,000,000","2,550,000,000"
972,AZvBxjX4,tehran,buy-apartment,qolhak,165,1380,3,2,5,yes,yes,yes,2023-06-21,"115,151,000","19,000,000,000"
973,AZ25hFpx,tehran,buy-apartment,saadat-abad,110,1385,2,2,5,yes,yes,yes,2023-06-21,"131,818,000","14,500,000,000"
974,AZFO_93Z,tehran,buy-apartment,niavaran,160,1385,3,7,13,yes,yes,yes,2023-06-21,"178,125,000","28,500,000,000"
975,AZCiynLn,tehran,buy-apartment,punak,70,1388,2,4,NA,yes,yes,yes,2023-06-21,"78,571,000","5,500,000,000"
976,AZSK_Ukg,tehran,buy-apartment,ostad-moein,53,1397,1,4,4,yes,yes,yes,2023-06-21,"73,566,000","3,899,000,000"
977,AZEmmC4N,tehran,buy-apartment,tehransar,132,1402,3,6,NA,yes,yes,yes,2023-06-21,"59,303,000","7,828,000,000"
978,AZLWxpw6,tehran,buy-apartment,south-shahran,70,1385,2,1,NA,yes,no,yes,2023-06-21,"71,428,000","5,000,000,000"
979,AZSK_SdR,tehran,buy-apartment,south-jannat-abad,99,1396,2,3,5,yes,yes,yes,2023-06-21,"99,898,000","9,890,000,000"
980,AZSKPU-Z,tehran,buy-apartment,azerbaijan,53,1383,1,4,NA,no,no,yes,2023-06-21,"56,603,000","3,000,000,000"
981,AZNaLyJw,tehran,buy-apartment,sohrevardi,105,1401,2,5,5,yes,yes,yes,2023-06-21,"97,142,000","10,200,000,000"
982,AZSKfmwP,tehran,buy-apartment,marzdaran,96,1396,2,2,5,yes,yes,yes,2023-06-21,"133,333,000","12,800,000,000"
983,AZEizyve,tehran,buy-apartment,marzdaran,103,1395,2,3,5,yes,yes,yes,2023-06-21,"119,417,000","12,300,000,000"
984,AZOi_J6F,tehran,buy-apartment,tehran-jolfa,93,1380,2,hmkhf,5,yes,yes,yes,2023-06-21,"100,000,000","9,300,000,000"
985,AZSK_P9g,tehran,buy-apartment,vanak,90,1395,2,4,NA,yes,yes,yes,2023-06-21,"135,555,000","12,200,000,000"
986,AZSKfkaj,tehran,buy-apartment,salsabil,43,1389,1,1,4,no,yes,yes,2023-06-21,"65,116,000","2,800,000,000"
987,AZ4VDNZH,tehran,buy-apartment,kuy-ferdows,82,1395,2,5,5,yes,yes,yes,2023-06-21,"97,560,000","8,000,000,000"
988,AZSKPPNk,tehran,buy-apartment,jeyhoon,70,1397,2,2,4,yes,yes,yes,2023-06-21,"72,142,000","5,050,000,000"
989,AZS2N9fq,tehran,buy-apartment,ekhtiarieh,130,1401,2,2,5,yes,yes,yes,2023-06-21,"180,000,000","23,400,000,000"
990,AZrZ3PgB,tehran,buy-apartment,yousef-abad,151,1399,3,3,NA,yes,yes,yes,2023-06-21,"145,695,000","22,000,000,000"
991,AZSWH8oq,tehran,buy-apartment,kuy-ferdows,80,1391,2,5,5,yes,yes,yes,2023-06-21,"100,625,000","8,050,000,000"
992,AZSKPboN,tehran,buy-apartment,central-jannat-abad,112,1401,3,3,5,yes,yes,yes,2023-06-21,"147,321,000","16,500,000,000"
993,AZ9xnpCo,tehran,buy-apartment,sohrevardi,68,1388,1,1,NA,yes,yes,no,2023-06-21,"88,235,000","6,000,000,000"
994,AZSKPgpJ,tehran,buy-apartment,dehkadeh-olympic,150,1402,3,8,NA,yes,yes,yes,2023-06-21,"90,000,000","13,500,000,000"
995,AZSOPEDC,tehran,buy-apartment,sadeghiyeh,117,1402,3,3,NA,yes,yes,yes,2023-06-21,"136,752,000","16,000,000,000"
996,AZBuZ6J1,tehran,buy-apartment,kuy-bimeh,66,1390,2,1,5,yes,yes,yes,2023-06-21,"88,181,000","5,820,000,000"
997,AZNWmNZ9,tehran,buy-apartment,shams-abad,110,1392,2,5,6,yes,yes,yes,2023-06-21,"100,000,000","11,000,000,000"
998,AZEqH0Pf,tehran,buy-apartment,north-jannat-abad,67,1397,2,5,5,yes,yes,yes,2023-06-21,"106,716,000","7,150,000,000"
999,AZFeGRtv,tehran,buy-apartment,punak,69,1385,2,1,4,no,yes,yes,2023-06-21,"87,681,000","6,050,000,000"
1000,AZ0BFXj3,tehran,buy-apartment,punak,87,1396,2,3,5,yes,yes,yes,2023-06-21,"102,873,000","8,950,000,000"
1001,AZzhEizy,tehran,buy-apartment,central-jannat-abad,70,1384,2,2,4,no,yes,yes,2023-06-21,"97,857,000","6,850,000,000"
1002,AZzVXkxv,tehran,buy-apartment,north-jannat-abad,88,1395,2,3,5,yes,yes,yes,2023-06-21,"100,568,000","8,850,000,000"
1003,AZSK__-P,tehran,buy-apartment,tehran-villa,84,1402,2,1,NA,yes,yes,yes,2023-06-21,"127,976,000","10,750,000,000"
1004,AZCmg7W7,tehran,buy-apartment,sadeghiyeh,125,1402,2,2,NA,yes,yes,yes,2023-06-21,"125,000,000","15,625,000,000"
1005,AZSK_7Ce,tehran,buy-apartment,shabiri,40,1397,1,3,5,yes,no,yes,2023-06-21,"65,000,000","2,600,000,000"
1006,AZSKP7ws,tehran,buy-apartment,saadat-abad,105,1398,2,7,7,yes,yes,yes,2023-06-21,"198,095,000","20,800,000,000"
1007,AZSKf6sk,tehran,buy-apartment,kuy-ferdows,90,1398,2,4,5,yes,yes,yes,2023-06-21,"93,333,000","8,400,000,000"
1008,AZCi_EkS,tehran,buy-apartment,qeytarieh,100,1396,2,3,NA,yes,yes,yes,2023-06-21,"155,000,000","15,500,000,000"
1009,AZI-Tph-,tehran,buy-apartment,kuy-ferdows,121,1401,2,1,6,yes,yes,yes,2023-06-21,"110,743,000","13,400,000,000"
1010,AZE2bqjx,tehran,buy-apartment,niavaran,87,1382,2,3,NA,yes,yes,yes,2023-06-21,"155,172,000","13,500,000,000"
1011,AZSKf6E_,tehran,buy-apartment,darrous,250,1380,4,2,NA,yes,yes,yes,2023-06-21,"136,000,000","34,000,000,000"
1012,AZEqjJqk,tehran,buy-apartment,marzdaran,103,1400,2,1,5,yes,yes,yes,2023-06-21,"145,631,000","15,000,000,000"
1013,AZuJBeNl,tehran,buy-apartment,punak,77,1390,2,5,NA,yes,yes,yes,2023-06-21,"116,883,000","9,000,000,000"
1014,AZSKf473,tehran,buy-apartment,south-jannat-abad,95,1390,2,4,NA,yes,yes,yes,2023-06-21,"117,894,000","11,200,000,000"
1015,AZR6ZfQD,tehran,buy-apartment,jeyhoon,58,1398,1,5,5,yes,no,yes,2023-06-21,"62,913,000","3,649,000,000"
1016,AZQuEnXx,tehran,buy-apartment,jey,64,1401,2,1,5,yes,yes,yes,2023-06-21,"67,171,000","4,299,000,000"
1017,AZEOjYnf,tehran,buy-apartment,marzdaran,90,1392,2,3,5,yes,yes,yes,2023-06-21,"125,555,000","11,300,000,000"
1018,AZSOP-oj,tehran,buy-apartment,central-jannat-abad,48,1385,1,1,NA,no,yes,yes,2023-06-21,"108,333,000","5,200,000,000"
1019,AZG68eWy,tehran,buy-apartment,sabalan,54,1384,1,1,4,no,yes,yes,2023-06-21,"63,518,000","3,430,000,000"
1020,AZSOP54O,tehran,buy-apartment,chitgar-lake,170,1402,3,1,19,yes,yes,yes,2023-06-21,"67,647,000","11,500,000,000"
1021,AZFmYzv4,tehran,buy-apartment,zafar,110,1375,2,2,NA,no,yes,yes,2023-06-21,"98,181,000","10,800,000,000"
1022,AZSO_rUw,tehran,buy-apartment,velenjak,220,1386,3,2,9,yes,yes,yes,2023-06-21,"150,000,000","33,000,000,000"
1023,AZQargcR,tehran,buy-apartment,aramaneh,54,1383,1,4,NA,no,no,yes,2023-06-21,"50,000,000","2,700,000,000"
1024,AZSOfvmA,tehran,buy-apartment,yaftabad,96,1402,2,4,NA,yes,yes,yes,2023-06-21,"41,666,000","4,000,000,000"
1025,AZKmfgUl,tehran,buy-apartment,azerbaijan,93,1402,2,4,5,yes,yes,no,2023-06-21,"74,193,000","6,900,000,000"
1026,AZ3th1bJ,tehran,buy-apartment,jordan,2400,1402,+4,6,6,yes,yes,yes,2023-06-21,"250,000,000","600,000,000,000"
1027,AZSO_1jt,tehran,buy-apartment,falah,45,1378,1,2,NA,no,no,yes,2023-06-21,"41,777,000","1,880,000,000"
1028,AZSOffM0,tehran,buy-apartment,dar-abad,95,1390,2,2,5,yes,yes,yes,2023-06-21,"96,842,000","9,200,000,000"
1029,AZNGZz3A,tehran,buy-apartment,ostad-moein,46,1399,1,3,NA,yes,yes,yes,2023-06-21,"54,347,000","2,500,000,000"
1030,AZSOfgAD,tehran,buy-apartment,narmak,85,1396,2,1,4,yes,yes,yes,2023-06-21,"82,352,000","7,000,000,000"
1031,AZAa44qK,tehran,buy-apartment,bagh-feyz,100,1384,2,5,5,yes,yes,yes,2023-06-21,"100,000,000","10,000,000,000"
1032,AZQCisDS,tehran,buy-apartment,sattarkhan,120,1397,2,1,4,yes,yes,yes,2023-06-21,"115,000,000","13,800,000,000"
1033,AZ4Zq57G,tehran,buy-apartment,south-jannat-abad,200,1389,3,5,5,yes,yes,yes,2023-06-21,"114,000,000","22,800,000,000"
1034,AZtdNbla,tehran,buy-apartment,chitgar-lake,70,1402,2,12,16,yes,yes,yes,2023-06-21,"25,714,000","1,800,000,000"
1035,AZxtM06g,tehran,buy-apartment,university-of-science-and-technology,115,1400,2,2,4,yes,yes,yes,2023-06-21,"86,521,000","9,950,000,000"
1036,AZEOGVVC,tehran,buy-apartment,university-of-science-and-technology,110,1393,3,3,4,yes,yes,yes,2023-06-21,"111,818,000","12,300,000,000"
1037,AZNKlWxt,tehran,buy-apartment,narmak,100,1401,2,3,5,yes,yes,yes,2023-06-21,"139,500,000","13,950,000,000"
1038,AZSOPco8,tehran,buy-apartment,pasdaran,120,1388,3,4,5,yes,yes,yes,2023-06-21,"141,666,000","17,000,000,000"
1039,AZGeNS-Q,tehran,buy-apartment,central-jannat-abad,108,1392,2,4,5,yes,yes,yes,2023-06-21,"109,722,000","11,850,000,000"
1040,AZQ6116x,tehran,buy-apartment,sazman-barnameh,68,1402,2,7,7,yes,yes,yes,2023-06-21,"91,911,000","6,250,000,000"
1041,AZSS_i3x,tehran,buy-apartment,north-shahran,63,1386,2,1,NA,yes,no,yes,2023-06-21,"158,730,000","10,000,000,000"
1042,AZQ6V8lh,tehran,buy-apartment,kuy-ferdows,55,1387,1,3,5,yes,yes,yes,2023-06-21,"105,454,000","5,800,000,000"
1043,AZQGUZzy,tehran,buy-apartment,north-shahran,95,1392,2,4,6,yes,yes,yes,2023-06-21,"96,842,000","9,200,000,000"
1044,AZPOg6zx,tehran,buy-apartment,shahrak-gharb,200,1395,3,11,NA,yes,yes,yes,2023-06-21,"315,000,000","63,000,000,000"
1045,AZJCMLJO,tehran,buy-apartment,shahrak-gharb,120,1387,2,9,NA,yes,yes,yes,2023-06-21,"237,000,000","28,440,000,000"
1046,AZImTbVX,tehran,buy-apartment,dabestan,106,1394,2,5,NA,yes,yes,yes,2023-06-21,"79,716,000","8,450,000,000"
1047,AZSSfV1_,tehran,buy-apartment,chitgar,180,1402,3,15,NA,yes,yes,yes,2023-06-21,"26,000,000","4,680,000,000"
1048,AZQGwClf,tehran,buy-apartment,mirdamad,120,1380,3,3,NA,yes,yes,yes,2023-06-21,"122,500,000","14,700,000,000"
1049,AZF2uCmX,tehran,buy-apartment,marzdaran,86,1388,2,2,NA,yes,yes,yes,2023-06-21,"109,069,000","9,380,000,000"
1050,AZSSPWco,tehran,buy-apartment,kamraniyeh,280,1385,4,8,NA,yes,yes,yes,2023-06-21,"190,000,000","53,200,000,000"
1051,AZSSfRrj,tehran,buy-apartment,central-jannat-abad,75,1397,2,5,5,yes,yes,yes,2023-06-21,"103,333,000","7,750,000,000"
1052,AZSSPVt9,tehran,buy-apartment,kouhak,116,1402,2,4,NA,yes,yes,yes,2023-06-21,"1,120,690,000","130,000,088,888"
1053,AZycqddR,tehran,buy-apartment,chitgar-lake,117,1401,2,19,NA,yes,yes,yes,2023-06-21,"21,196,000","2,480,000,000"
1054,AZSSfVdb,tehran,buy-apartment,hafthoz,46,1391,1,2,4,no,yes,yes,2023-06-21,"91,304,000","4,200,000,000"
1055,AZNyHBOe,tehran,buy-apartment,narmak,93,1388,2,2,NA,yes,yes,yes,2023-06-21,"101,075,000","9,400,000,000"
1056,AZSS_Shk,tehran,buy-apartment,yousef-abad,110,1388,2,3,4,yes,yes,yes,2023-06-21,"122,727,000","13,500,000,000"
1057,AZSS_Xer,tehran,buy-apartment,chitgar,250,1402,2,11,10,yes,yes,yes,2023-06-21,"29,680,000","7,420,000,000"
1058,AZSS_SCU,tehran,buy-apartment,mahmoodiyeh,185,1402,3,8,8,yes,yes,yes,2023-06-21,"237,837,000","44,000,000,000"
1059,wYpAXgAZ,tehran,buy-apartment,south-jannat-abad,148,1400,3,6,NA,yes,yes,yes,2023-06-21,"114,864,000","17,000,000,000"
1060,AZJSr8sL,tehran,buy-apartment,farmanieh,93,1402,2,5,NA,yes,yes,yes,2023-06-21,"193,548,000","18,000,000,000"
1061,AZE-E6Hz,tehran,buy-apartment,kouhak,98,1402,2,6,6,yes,yes,yes,2023-06-21,"100,000,000","9,800,000,000"
1062,AZSCQEoO,tehran,buy-apartment,masoodieh,62,1395,2,4,NA,yes,yes,yes,2023-06-21,"45,161,000","2,800,000,000"
1063,AZLOyVfa,tehran,buy-apartment,west-tehran-pars,61,1395,1,4,5,yes,yes,yes,2023-06-21,"93,442,000","5,700,000,000"
1064,AZSW_Efl,tehran,buy-apartment,ebn-babevayh,45,1400,1,hmkhf,2,no,yes,yes,2023-06-21,"55,555,000","2,500,000,000"
1065,AZSWPEHL,tehran,buy-apartment,shahrak-rahahan,175,1399,3,3,NA,yes,yes,yes,2023-06-21,"971,428,000","170,000,000,000"
1066,AZupzm4r,tehran,buy-apartment,kuy-mehran,60,1383,1,1,NA,yes,yes,yes,2023-06-21,"116,666,000","7,000,000,000"
1067,AZSipsx8,tehran,buy-apartment,shahr-ziba,103,1393,2,1,5,yes,yes,yes,2023-06-21,"85,436,000","8,800,000,000"
1068,AZP6uA0e,tehran,buy-apartment,punak,71,1395,2,5,7,yes,yes,yes,2023-06-21,"105,633,000","7,500,000,000"
1069,AZRKJx1b,tehran,buy-apartment,abazar,85,1384,2,2,NA,no,yes,yes,2023-06-21,"96,470,000","8,200,000,000"
1070,AZ7RgAlp,tehran,buy-apartment,shahrak-gharb,135,1384,3,2,5,yes,yes,yes,2023-06-21,"150,000,000","20,250,000,000"
1071,AZSWfVRS,tehran,buy-apartment,central-jannat-abad,160,1402,3,4,5,yes,yes,yes,2023-06-21,"131,250,000","21,000,000,000"
1072,wYpmp9go,tehran,buy-apartment,majidiyeh,104,1399,2,2,2,yes,yes,yes,2023-06-21,"99,038,000","10,300,000,000"
1073,AZROUkfS,tehran,buy-apartment,marzdaran,148,1402,3,7,11,yes,yes,yes,2023-06-21,"128,378,000","19,000,000,000"
1074,AZS-bDxP,tehran,buy-apartment,saadat-abad,166,1392,3,3,5,yes,yes,yes,2023-06-21,"156,626,000","26,000,000,000"
1075,AZS2rSfX,tehran,buy-apartment,punak,117,1402,2,5,11,yes,yes,yes,2023-06-21,"128,205,000","15,000,000,000"
1076,AZEWRjkF,tehran,buy-apartment,marzdaran,118,1402,2,3,12,yes,yes,yes,2023-06-21,"125,423,000","14,800,000,000"
1077,AZS-8iFk,tehran,buy-apartment,central-jannat-abad,66,1385,1,3,NA,no,no,yes,2023-06-21,"78,030,000","5,150,000,000"
1078,AZSWvT_V,tehran,buy-apartment,beryanak,60,1390,2,2,NA,no,yes,yes,2023-06-21,"61,666,000","3,700,000,000"
1079,AZyJP4p0,tehran,buy-apartment,sohrevardi,109,1402,2,3,5,yes,yes,yes,2023-06-21,"134,862,000","14,700,000,000"
1080,AZSSf59I,tehran,buy-apartment,niavaran,155,1401,3,5,NA,yes,yes,yes,2023-06-21,"154,838,000","24,000,000,000"
1081,AZNGVRy9,tehran,buy-apartment,saadat-abad,310,1401,4,2,5,yes,yes,yes,2023-06-21,"241,935,000","75,000,000,000"
1082,AZSW_RWY,tehran,buy-apartment,ebn-babevayh,85,1399,2,2,NA,yes,yes,yes,2023-06-21,"31,000,000","2,635,000,000"
1083,AZQGjc7R,tehran,buy-apartment,bahar,105,1402,2,2,4,yes,yes,yes,2023-06-21,"100,000,000","10,500,000,000"
1084,AZB68yHI,tehran,buy-apartment,vanak,155,1382,3,1,5,yes,yes,yes,2023-06-21,"154,838,000","24,000,000,000"
1085,AZM6BrRn,tehran,buy-apartment,mirdamad,2100,1400,+4,14,NA,yes,yes,yes,2023-06-21,"185,714,000","390,000,000,000"
1086,AZ_hpC1I,tehran,buy-apartment,niloufar,110,1383,3,1,3,no,yes,yes,2023-06-21,"145,454,000","16,000,000,000"
1087,AZ0RZpkn,tehran,buy-apartment,south-shahran,95,1395,2,2,5,yes,yes,yes,2023-06-21,"90,526,000","8,600,000,000"
1088,AZ-ZOJff,tehran,buy-apartment,ostad-moein,67,1398,2,2,5,yes,yes,yes,2023-06-21,"81,343,000","5,450,000,000"
1089,AZvhiKAV,tehran,buy-apartment,darrous,240,1396,3,4,6,yes,yes,yes,2023-06-21,"189,583,000","45,500,000,000"
1090,AZSWP7b4,tehran,buy-apartment,ashtiyani,68,1398,2,2,NA,yes,yes,yes,2023-06-21,"102,941,000","7,000,000,000"
1091,AZSqQQIq,tehran,buy-apartment,abazar,85,1389,2,4,NA,yes,yes,yes,2023-06-21,"105,882,000","9,000,000,000"
1092,AZQuhgop,tehran,buy-apartment,marzdaran,164,1397,3,2,5,yes,yes,yes,2023-06-21,"158,536,000","26,000,000,000"
1093,AZSW_6Gy,tehran,buy-apartment,chitgar,155,1394,3,15,23,yes,yes,yes,2023-06-21,"77,419,000","12,000,000,000"
1094,AZSWvwPu,tehran,buy-apartment,velenjak,115,1394,2,1,4,yes,yes,yes,2023-06-21,"176,521,000","20,300,000,000"
1095,AZSWvtDG,tehran,buy-apartment,lavizan,71,1396,2,6,6,yes,yes,yes,2023-06-21,"136,000,000","9,656,000,000"
1096,AZSKoPMB,tehran,buy-apartment,central-jannat-abad,58,1396,1,4,5,yes,yes,yes,2023-06-21,"112,068,000","6,500,000,000"
